date,price
2025-02-03,2862.6976188716285
2025-02-04,2877.8138239498767
2025-02-05,2740.3809762760143
2025-02-06,2790.5521609256075
2025-02-07,2686.662316793651
2025-02-08,2623.4507017824767
2025-02-09,2635.6011418023404
2025-02-10,2632.5358220552475
2025-02-11,2660.2967996436387
2025-02-12,2603.0333698049267
2025-02-13,2736.27031360324
2025-02-14,2675.7090007037627
2025-02-15,2724.669833587396
2025-02-16,2692.8213863864253
2025-02-17,2659.9017474093457
2025-02-18,2741.9050800956124
2025-02-19,2669.494500689608
2025-02-20,2714.8018364720533
2025-02-21,2741.5933625994785
2025-02-22,2658.3470942919384
2025-02-23,2764.355233404291
2025-02-24,2827.1844084879804
2025-02-25,2503.103420098605
2025-02-26,2495.315451693047
2025-02-27,2325.853934699374
2025-02-28,2305.322937802984
2025-03-01,2235.204208608959
2025-03-02,2212.8243514969954
2025-03-03,2517.3382391622977
2025-03-04,2148.199533470228
2025-03-05,2171.496943535016
2025-03-06,2241.3841149187283
2025-03-07,2202.3207363495417
2025-03-08,2140.7498089428914
2025-03-09,2199.9995000805707
2025-03-10,2017.265460184326
2025-03-11,1879.1231054991024
2025-03-12,1921.3099227587036
2025-03-13,1910.6551381032464
2025-03-14,1862.7949366490388
2025-03-15,1910.6662703455045
2025-03-16,1939.7856881721348
2025-03-17,1887.7643429692785
2025-03-18,1929.183357761872
2025-03-19,1932.7964059050655
2025-03-20,2060.728601068271
2025-03-21,1980.831780524645
2025-03-22,1964.5293833168291
2025-03-23,1979.5449257665969
2025-03-24,2001.0470230951885
2025-03-25,2077.739325831977
2025-03-26,2068.598435049149
2025-03-27,2009.8835432902424
2025-03-28,2003.3034241292064
2025-03-29,1896.9173600459983
2025-03-30,1829.2745211803465
2025-03-31,1805.3378779435932
2025-04-01,1824.207136760985
2025-04-02,1907.1671522994227
2025-04-03,1795.761850567479
2025-04-04,1818.2844199542053
2025-04-05,1814.4807753449504
2025-04-06,1809.935827172196
2025-04-07,1574.6321611455576
2025-04-08,1555.909812570873
2025-04-09,1471.3608854365525
2025-04-10,1662.5331604641576
2025-04-11,1523.928624242526
2025-04-12,1568.131690125936
2025-04-13,1645.8625733156498
2025-04-14,1595.4227460001084
2025-04-15,1621.543195596693
2025-04-16,1587.82222440214
2025-04-17,1577.7073516760115
2025-04-18,1583.4764497002343
2025-04-19,1589.1516208270757
2025-04-20,1615.0502549158562
2025-04-21,1585.4600253443446
2025-04-22,1577.4465595922347
2025-04-23,1759.7064599311093
2025-04-24,1793.969849485534
2025-04-25,1769.3925107354407
2025-04-26,1788.7981804331257
2025-04-27,1821.2695303291391
2025-04-28,1793.6918440730135
2025-04-29,1799.50191449199
2025-04-30,1796.9720456768928
2025-05-01,1794.0495408617828
2025-05-02,1838.8543285925757
2025-05-03,1841.427590836958
2025-05-04,1834.501911876416
2025-05-05,1808.156093844096
2025-05-06,1820.00445988936
2025-05-07,1816.168694381844
2025-05-08,1810.316926928448
2025-05-09,2197.5611893238784
2025-05-10,2341.407963002621
2025-05-11,2583.6829051429518
2025-05-12,2507.4693107597423
2025-05-13,2492.426391077375
2025-05-14,2676.639163127913
2025-05-15,2603.718088719961
2025-05-16,2542.296692466797
2025-05-17,2544.3870377235667
2025-05-18,2475.0543933696918
2025-05-19,2465.3409856139087
2025-05-20,2526.989643891319
2025-05-21,2524.2743433146065
2025-05-22,2558.9502343769486
2025-05-23,2657.1674447566115
2025-05-24,2519.813809045145
2025-05-25,2529.4429842284358
2025-05-26,2546.6201163370915
2025-05-27,2562.172928639224
2025-05-28,2662.0940568241435
2025-05-29,2676.2674124507
2025-05-30,2633.139206528669
2025-05-31,2524.4762348050726
2025-06-01,2532.3627853090866
2025-06-02,2538.3300584367485
2025-06-03,2609.737253959435
2025-06-04,2595.4689570063
2025-06-05,2610.343189828259
2025-06-06,2421.601103763502
2025-06-07,2481.4039836690267
2025-06-08,2526.291995889778
2025-06-09,2508.784123584585
2025-06-10,2685.0001850413178
2025-06-11,2808.503208314919
2025-06-12,2776.1371915822333
2025-06-13,2653.158968452672
2025-06-14,2577.04861752583
2025-06-15,2534.070219535952
2025-06-16,2547.845604092044
2025-06-17,2561.329843569428
2025-06-18,2514.986700576147
2025-06-19,2521.3334233964915
2025-06-20,2522.1791903642184
2025-06-21,2405.695434213183
2025-06-22,2270.581996055585
2025-06-23,2227.4287266371684
2025-06-24,2423.899644268608
2025-06-25,2446.539301545049
2025-06-26,2417.2267855277296
2025-06-27,2415.031864876594
2025-06-28,2423.0302896731746
2025-06-29,2437.133001780241
2025-06-30,2502.6672721177083
2025-07-01,2488.190781689803
2025-07-02,2405.1045592800183
2025-07-03,2574.067718495133
2025-07-04,2590.132231590221
2025-07-05,2509.236345783362
2025-07-06,2517.37917835065
2025-07-07,2571.358192115984
2025-07-08,2543.6317028067488
2025-07-09,2615.7759888945047
2025-07-10,2772.5795626609174
2025-07-11,2948.4462027029053
2025-07-12,2958.8514450990992
2025-07-13,2942.9616055388096
2025-07-14,2974.2654952333387
2025-07-15,3012.179706905928
2025-07-16,3133.069857747011
2025-07-17,3368.126521526108
2025-07-18,3481.8828152374017
2025-07-19,3547.317079001209
2025-07-20,3594.3185010809702
2025-07-21,3758.605581813957
2025-07-22,3765.453624023574
2025-07-23,3746.940668731632
2025-07-24,3630.053531480921
2025-07-25,3708.4299352383423
2025-07-26,3723.05290927856
2025-07-27,3742.431425865992
2025-07-28,3864.124837465477
2025-07-29,3786.303845995956
2025-07-30,3788.598371605823
2025-07-31,3807.4166010824183
2025-08-01,3696.66285308512
2025-08-02,3483.1789551579504
2025-08-03,3397.4855484143177
2025-08-04,3497.573127822404
2025-08-05,3715.709014855071
2025-08-06,3612.442432236669
2025-08-07,3684.0459195726726
2025-08-08,3911.2609462690816
2025-08-09,4012.97697001236
2025-08-10,4265.563258333516
2025-08-11,4253.591618951185
2025-08-12,4228.824213261163
2025-08-13,4606.809427709522
2025-08-14,4763.652535322159
2025-08-15,4554.291501538621
2025-08-16,4430.532465017841
2025-08-17,4426.826913311333
2025-08-18,4487.118013759226
2025-08-19,4317.275757328232
2025-08-20,4074.495786100515
2025-08-21,4330.491598768078
2025-08-22,4224.438592580698
2025-08-23,4829.225541798332
2025-08-24,4773.884088598777
2025-08-25,4778.10916071381
2025-08-26,4381.626176071471
2025-08-27,4602.369685333965
2025-08-28,4500.1451479982325
2025-08-29,4507.560431032719
2025-08-30,4364.358521430426
2025-08-31,4373.360357620914
2025-09-01,4388.931464519364
2025-09-02,4303.202222745541
2025-09-03,4325.856306225941
2025-09-04,4449.8670977283255
2025-09-05,4298.094660544595
2025-09-06,4306.613513100346
2025-09-07,4273.110024157841
2025-09-08,4304.032421076036
